sentiment,text,user
"neutral","RT @worldvisioncan: #PrayforUkraine with us in a night of worship and prayer in support of the millions of families affected by the conflic…","carlCurrelley"
"neutral","RT @miss_NFTs: I sublimate during our walks with my family by the sea💙💛🙏\n\n#StopPutin #StopWar #StopRussia #StandWithUkraine #PrayForUkraine…","Alla_Black_NFT"
"neutral","#Ukraine #Украйна  #Ukraina #乌克兰 #Russia #NFSCRescue #ROLFRescue #Rescue #PrayForUkraine https://t.co/52ltYHbEFH","maxkootsg"
"neutral","We shall overcome🇺🇦\n We shall おばか\n#Weshallovercome #PrayForUkraine https://t.co/rygXOjeusD","satisatime"
"neutral","Nowです。\nNATO、フランス、アメリカ、スウェーデンの軍機がこれだけ近距離で飛び回っているので何か動きがあるのかな。マクロンさんが言ってたやつかな？\n#StandWithUkraine 🇺🇦\n#PeaceforUkraine… https://t.co/gbKRsoJpRV","amanojakudesu"
"neutral","RT @Shevchenk0_Mila: #РоссияСмотри  #Russian Вам не страшно? Такие последствия Вас ждут, радиационное облучение оккупационных войск и техни…","UogWalay"
"neutral","https://t.co/t4Vr3KVcz3\nhttps://t.co/kZHa8RIqeu\n#liveyourbestlife \n#PrayForUkraine \n@VothDesigns https://t.co/VH91DBhD3H","noroom4phonies"
"neutral","RT @UrbanCitizensFo: 2022.04.02\n🇲🇳🇺🇦 #Mongolia #Ulaanbaatar protest against war in Ukraine. \n#NoWar #PrayForUkraine #NoPutin https://t.co/y…","GidanMunk"
"neutral","https://t.co/sUSIVqEVEV\nhttps://t.co/L1vUVbTTCF\n#liveyourbestlife\n#PrayForUkraine \n@VothDesigns https://t.co/qTDr94H1Rv","P_Voth"
"neutral","RT @Arts_42: Homage\n#Art 🎨\n©️Bruce Neeley 2022\n#Poetry✍🏻\n©️Tereza Gillespie 2022\n@TBGTNT✍🏻\n❤️#Female🪷#Poets❤️\n❤️☘️🐥❤️✨🪷🦢❤️🦢🪷\n#WritingCommun…","JimBrazil"
"neutral","RT @Lukebulleth: THIS WAR IS GENOCIDE. RUSSIA MUST BE STOPPED.\n\n#WarCrimes \n#Russian \n#PrayForUkraine \n#Moldova they’re going to attack Mol…","LukeBullough"
