sentiment,text,user
"neutral","RT @ArnaudBedat: Dans l'avion pour #Malte, répondant à une question du journaliste Claudio Lavanga de @NBCNews lui demandant s’il envisagea…","Isabelle_G_B"
"neutral","RT @ArnaudBedat: Dans l'avion pour #Malte, répondant à une question du journaliste Claudio Lavanga de @NBCNews lui demandant s’il envisagea…","chretienauj"
"positive","RT @LouisPascalRon: https://t.co/RdEWnBBwTu\nThe latest... Asimov.\n#ukraineconflict #nft #nftart #nftartist #nfts #nftcollector #nftcommunit…","Sam47916518"
"neutral","RT @DNNEuropa: A woman and a man get humiliated and abused by Ukrainian Nazis.\n\n#UkraineConflict #WarCrimes https://t.co/6mTI2g3Psk","ibrown1967"
"neutral","RT @ShelterBoxCan: ShelterBox Canada Executive Director, Stephanie Christensen, is on the ground in #Moldova and spoke with @cnni about the…","slennon4"
"neutral","RT @ShelterBoxCan: ShelterBox Canada Executive Director, Stephanie Christensen, is on the ground in #Moldova and spoke with @cnni about the…","KevinLennon1"
"neutral","Satellite images show Russian troops have withdrawn from Antonov Airport outside the Ukrainian capital city of Kyiv… https://t.co/Y7aXUsDSPC","djones1509"
"neutral","Le ministre italien 🇮🇹 des Affaires étrangères #DiMaio: les sanctions anti-russes frappent le secteur énergétique d… https://t.co/hz2N6bgAsx","LibreDePenserFR"
"negative","RT @meifongwriter: The sad thing about propaganda is how it sticks— and how much work needs to be done to fight disinformation. Five weeks…","MediumInter"
"positive","https://t.co/RdEWnBBwTu\nThe latest... Asimov.\n#ukraineconflict #nft #nftart #nftartist #nfts #nftcollector… https://t.co/u5cdDYPNOk","LouisPascalRon"
"positive","A strong message for peace. \nIn response to the powers that have an interest in continuing the #UkraineConflict on… https://t.co/RO25Ghlznb","CrespiEnrico"
"neutral","RT @ArnaudBedat: Dans l'avion pour #Malte, répondant à une question du journaliste Claudio Lavanga de @NBCNews lui demandant s’il envisagea…","PierreCourade"
"negative","Pope blasts Russia's \"infantile\" war, EU-Libya deal in Malta @sightmagazine  #PopeFrancis #Malta #Ukraineconflict… https://t.co/4J3GLJPjyc","sightmagazine"
"positive","Big #Kildare Interview: ‘#Putin will either win... or end up dead’ — Former soldier weighs in on current #Ukraine c… https://t.co/hrKz7Nw9oL","CiaranMather1"
"positive","RT @giorgoskra: the result of the \"special military operation\" in Butsa! This is the Russian world!#UkraineWar #kharkiv #UkraineConflict  #…","Mary572520582"
"neutral","RT @HAL96661: Art sometimes louder than worsq, louder than bombs\n\n#UkraineRussia #Ukraine #Poutine #PoutineHitler #PutinAtWar #RussiaUkrain…","LTBBOT"
"neutral","RT @newsmap_pl: Battle of #Izium map - March 6 - April 1, 2022\n\n▶️ https://t.co/ouoRxqgWTp\n\n#UkraineInvasion #UkraineConflict #UkraineRussi…","sheilaLmcdonald"
"positive","RT @Koume4444pompom: The current state of Ukraine.\nLove and light for Ukraine💖🇺🇦\n#UkraineConflict \n#UkraineInvasion https://t.co/Y7gdVeDlB8","Koume4444pompom"
"positive","RT @serrallonga6711: @Isabelbreasant5 Justicia para los afectados de Banco Popular,@AnaBotin eres una falsa #EstafaBancoPopular #UkraineCon…","robo_satan"
"neutral","RT @audiocustoms82: I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to build co…","A3_Melle"
"neutral","I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to buil… https://t.co/64vbWmcDEA","audiocustoms82"
"positive","RT @serrallonga6711: @Isabelbreasant5 Justicia para los afectados de Banco Popular,@AnaBotin eres una falsa #EstafaBancoPopular #UkraineCon…","Javierr08137645"
"neutral","RT @linok_ua: This is how #Ukrainianheroes treating Russian solders! #WarCrimes #UkraineConflict #UkraineNazis #Ukraine @hrw do you approve…","SavoryTiger"
"neutral","RT @linok_ua: This is how #Ukrainianheroes treating Russian solders! #WarCrimes #UkraineConflict #UkraineNazis #Ukraine @hrw do you approve…","Hsapiens101"
"neutral","RT @iAshishVaidya: Ruben Gisbert a Spanish lawyer and independent journalist, has travelled to Donetsk to report and denounce the crimes co…","Kenjen39949285"
"neutral","Battle of #Izium map - March 6 - April 1, 2022\n\n▶️ https://t.co/ouoRxqgWTp\n\n#UkraineInvasion #UkraineConflict… https://t.co/4PcXWPwsFx","newsmap_pl"
"neutral","RT @ArnaudBedat: Dans l'avion pour #Malte, répondant à une question du journaliste Claudio Lavanga de @NBCNews lui demandant s’il envisagea…","_veronicveronic"
"neutral","RT @Du_BonJeu: Oula!! Aujourd'hui ça à accéléré d'un coup...Alors que tout était mou.. Des infos dans tous les sens.. Une seule chose... TO…","charlottesarrah"
"positive","I love Sean 👏\nhttps://t.co/C0xtifYshV \n#UkraineRussia #Ukraine #Poutine #PoutineHitler #PutinAtWar… https://t.co/yGJ9Re2cmh","HAL96661"
"neutral","RT @linok_ua: #Ukrainians #Ukraine #civilians #UkraineConflict #UkraineRussia \nThis is what you can do with your western democracy, says th…","RomanowskiRonal"
"negative","RT @linok_ua: A seller of #Russian books is detained in #Kiev and forced a confession where he promised not to do it again. \nBooks can corr…","RomanowskiRonal"
"neutral","“The US will work with allies to transfer Soviet-made tanks...” https://t.co/PjcJeNeWKA  \n#UkraineRussia #Ukraine… https://t.co/QhoiuWFoH4","HAL96661"
