sentiment,text,user
"neutral","RT @lobsterlarryliu: Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture show…","dystoman"
"neutral","Missile cruisers of the #Russian Navy conducted exercises in the #MediterraneanSea https://t.co/YGjXwPEdiq","ma000111"
"positive","RT @Ken_Weene: Glad to see #Ukraine push back against #Russian aggression. #Belogrod is a good place to begin. I hope the Ukrainians go aft…","namratatsc"
"neutral","RT @lobsterlarryliu: Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture show…","emulatorsiersci"
"positive","RT @WB6DYN: #Breaking #News 🚨\n#Ukrainian #navy says large #Russian landing #ship #destroyed at port of #Berdansk near #Mariupol.\n\nPlans und…","WB6DYN"
"neutral","RT @lobsterlarryliu: Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture show…","honestlywdycare"
"neutral","RT @lobsterlarryliu: Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture show…","bodbdearg"
"neutral","RT @lobsterlarryliu: The Ionian sea, the satellite suspected to have captured the Russian Navy cruiser\n#Russian \n#OSINT \n#Ukrainian https:/…","TomassoAQUA"
"neutral","RT @lobsterlarryliu: Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture show…","PANDA17Patriote"
"neutral","RT @lobsterlarryliu: Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture show…","messy_ed"
"neutral","Ionian sea, the satellite shows the \"confrontation\" between Russian and US Navy ships. The polygon in the picture s… https://t.co/j5D5G7XVpc","lobsterlarryliu"
"neutral","The Ionian sea, the satellite suspected to have captured the Russian Navy cruiser\n#Russian \n#OSINT \n#Ukrainian https://t.co/URDvEvYCJ0","lobsterlarryliu"
"neutral","RT @CovertShores: ***UPDATE***\n\n*Provisional* geolocation of the #Russian Bastion-P (P-800 Oniks) supersonic cruise missile launch against…","Capt_Navy"
"positive","RT @Ken_Weene: Glad to see #Ukraine push back against #Russian aggression. #Belogrod is a good place to begin. I hope the Ukrainians go aft…","Selzer_David"
"positive","Glad to see #Ukraine push back against #Russian aggression. #Belogrod is a good place to begin. I hope the Ukrainia… https://t.co/YOasfFZ202","Ken_Weene"
"positive","RT @CovertShores: ***UPDATE***\n\nStill a significant #Russian Navy presence in Mediterrean, in support of operations in #Ukraine \n\nHighlight…","Narayan83281"
"neutral","The #Harpoons (according to some news outlets) are going to Odesa, goodbye Rus Navy #BlackSeaFleet , what’s the poi… https://t.co/P2pwWmi9pK","Nireus"
"negative","RT @ReddySalina: #Russian #defense Ministry spokesman Igor Konashenkov claimed Thursday that at least 10 mines planted by the #Ukrainian #N…","pierrejovanovic"
"neutral","Russian navy advancing in Mariupol\n\nYoutube link : https://t.co/ZBS4dVvo6M\n\n#Russia #Ukraine #Mariupol #Chechen… https://t.co/QYYqZXD4FU","zubair_utmanzai"
"positive","#Anonymous, guys, it would be nice to make the locations of the #Russian #Navy open. How do you like this idea?… https://t.co/Q0AT14BpHx","ComicsGram"
"negative","#Russian #defense Ministry spokesman Igor Konashenkov claimed Thursday that at least 10 mines planted by the… https://t.co/W70U9zznby","ReddySalina"
"positive","Hello Everyone,\n1/18) A #SomeGoodNews story you may enjoy watching. ROE's means rules of engagement for conflict or… https://t.co/CwEWoROlqZ","Find_and_Bind1"
"negative","RT @RussiaVsWorld_: Eric Vidot, head of #France's Military Intelligence, left his post due to \"insufficient possession of subjects\" regardi…","Liza22609778"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","vanessa_p_831"
"negative","Ships of the Black Sea Fleet of the #Russian Navy off the coast of the Odessa region.  March 30, 2022.  Western \"pa… https://t.co/FTH0peqAsA","Xia257"
"negative","Eric Vidot, head of #France's Military Intelligence, left his post due to \"insufficient possession of subjects\" reg… https://t.co/QJbrXL9Iu1","RussiaVsWorld_"
"positive","RT @VragNeProjdett: Nothing unusual. It's just the shape of the U.S. Navy facility in Coronado, California. Didn't Speer design it? Looks l…","EirikGundersen2"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","rustscrew"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","DerSturmWolf"
"positive","RT @RoyalIntel_: #BREAKING #URGENT #UPDATE\nCredible reports that the #Russia|n Navy has enforced a naval blockade on 90 civilian ships &amp; de…","lalavibes"
