sentiment,text,user
"negative","‼️⚡️‼️Kharkiv maternity hospital, which had to be moved underground due to the bombing\nPhoto: Marcus Yam… https://t.co/pSY1MfXl4g","Krma4Karma"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","FundaKS7"
"positive","RT @three_cube: Yesterday, The US and other nation's sanctioned MORE oligarchs and powerful people in Russia. Use your OSINT skills to find…","arcadiisback"
"neutral","@unofficialcj @worldonalert Yes it is!!\n#StopPutinNOW \n#stopWarCriminal","ManfredAholt"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","BeLieve2Xist"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","jasminumSam_bac"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","TacoTuit"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","sabitoram"
"neutral","RT @mikarina90: По всій землі слава \nGlory to all nations \n#UkraineRussianWar #Ukraine️ #Kyiv #Kiev #Kremlin #putin #Russia #war #genocide…","marioaquaforta1"
"neutral","RT @HossodaJp: Slava Ukraine #StopPutinNOW \n#UkraineRussiaWar #StandWithUkraine \n#Mariupol https://t.co/bRUOqahQhu","CzFifik"
"neutral","土に根をおろし、風と共に生きよう。種と共に冬を越え、鳥と共に春をうたおう。\n#StopRussia #StopPutinNOW https://t.co/aIUuuxg38W","Honey_Ginger7"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","RondaJo79771266"
"neutral","@ManoloFrankfurt @schnudelrudi @heuteshow Manche wollen und können Satire nicht verstehen. Da hilft natürlich Zensu… https://t.co/SVMmUe5HmC","nesireedick"
"positive","RT @ActionTime: Please #Retweet If You Agree: In Order to #HelpUkraine Win,It's Time to Treat #Sanctions Against #Russia As a Form of War #…","ActionTime"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","ironmanrs4me"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","Net2Ayurveda"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","QHXBPwMjpnwAhAO"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","wild_miuchan"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","CurtisMelvin"
"neutral","RT @R3eZnrwy3gm8kG8: 4月2日報告になります。（泣いてしまいすいません。３回にわけてあります。）\n#即時停戦 #Ukraine #UkraineRussiaWar #StopPutinNOW #StandUpForUkraine #StopWar #NoWa…","micchi0929"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","JoshuaBelnap"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","madriz345"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","ofilioarguello"
"neutral","«Eine hochgerüstete Bundeswehr nützt den Menschen in der Ukraine überhaupt nichts», sagte @Janine_Wissler am Samsta… https://t.co/Sv7Ywz7pNa","Rudisagmal"
"neutral","#StopRussia #UkraineRussiaWar #RussiaGoHome #RussianWarCrimes #RussianAggression #StopWarInUkraine #PutinsWarCrimes… https://t.co/2aVqn2jTzt","Mah33912737"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","Icevolcanx"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","OSadowy"
"neutral","#StopPutinNOW Возможность- Ниндзя сделает что-то к Путину. https://t.co/ldaL5roqiD https://t.co/xJNpMA9HpY","earnie1959"
"neutral","RT @RubrykaEng: Here's another cover of the Guardian Weekly, April issue, called the \"Nightmare of Mariupol\". Painter: Maria Foya, Kyiv. #I…","MikLinSwe"
"neutral","Slava Ukraine #StopPutinNOW \n#UkraineRussiaWar #StandWithUkraine \n#Mariupol https://t.co/bRUOqahQhu","HossodaJp"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","BOloruntosin"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","tashamin2"
"neutral","#IStandWithUkraine #StopPutin #StopPutinNow #UkraineUnderAttack #UkraineWar #StopRussia \n\nThe #Belarussian Postal D… https://t.co/BUd2NWZv4b","SanjivMenezes"
"positive","@schnudelrudi @heuteshow Noch einer, der, vom gemütlichen Söfchen zu Hause aus, easy Frieden predigt. \nIst doch so… https://t.co/uawdfgpZFW","nesireedick"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","ringring1156"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","Collin33093929"
"neutral","@abunin Так почему же он сбежал не к любимому Путину в Россию, а в Германию? Он должен немедленно отправиться в дик… https://t.co/OItpGjJGYY","MikeTumbler"
"neutral","@Klitschko Endlich 🇩🇪 &amp; 🇺🇦 Danke für die guten und herzlichen Wort über unser deutsches Volk! ❤️❤️ #Ukraine #StopPutinNOW #Russian #Germany","respectHaben"
"neutral","RT @EPPGroup: 💙💛 #StandWithUkraine️ 💛💙\n\n⛔ #StopPutinNOW ⛔ https://t.co/vIZOAx7epc","DelleRete"
"neutral","RT @Raffi_RC: #StopPutinNOW \n#SlavaUkraini 🇺🇦 https://t.co/HbPQxLi27R","Dertwieter"
"neutral","RT @EPPGroup: 💙💛 #StandWithUkraine️ 💛💙\n\n⛔ #StopPutinNOW ⛔ https://t.co/ocS62NwUJJ","DelleRete"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","ikpioden1"
"neutral","RT @HustleNlow: Twitter Army, Now is NOT the time for silence, Make our voices heard! Like, Follow, Comment &amp; RT. Tell them together we #St…","DNinjamom"
"neutral","RT @mikarina90: По всій землі слава \nGlory to all nations \n#UkraineRussianWar #Ukraine️ #Kyiv #Kiev #Kremlin #putin #Russia #war #genocide…","igor_pimen"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","JkDiz18"
"positive","@IAPonomarenko It is time to honor him and others by really ending this war. The trickling in of weapons is not enough. #StopPutinNOW","laineyruns"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","marokiku"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","DNinjamom"
"negative","RT @TAPSTRIMEDIA: You should turn your head down to the hand up inside you and see that look on your master Putins face, kid.\nHe is the one…","SunnyBlondie"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","bineoallgaeu"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","noriesun"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","SLance72051434"
"positive","RT @three_cube: Yesterday, The US and other nation's sanctioned MORE oligarchs and powerful people in Russia. Use your OSINT skills to find…","andmeics"
"neutral","RT @xprzemo: W #Энергодаре (#Запорожская область). #Energodar (obwód zaporoski). Wiec poparcia dla władz Kijowa. Demonstracja rozgoniona gr…","ArturStelmasiak"
"positive","RT @three_cube: Round 2 of the Great Cyberwar of 2022: Attacking Russia's Critical Infrastructure #scada #ics #scadahacking #cyberwarrior #…","SmokeCloud14"
"positive","RT @three_cube: Yesterday, The US and other nation's sanctioned MORE oligarchs and powerful people in Russia. Use your OSINT skills to find…","NotaBene07"
"neutral","RT @Shevchenk0_Mila: Твой сын/муж еще не ушел воевать на Украину? Он еще живой? Это временно! Путин позаботиться об этом! #RussianWarCrimes…","saadmughal409"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","onlymeditation"
"negative","Shocking and disgusting. Unprovoked Russian violence in Europe in 2022!\n\n#StopPutinNOW \n#SanctionRussiaNow https://t.co/6G3snPAx9g","martin_elling"
"neutral","RT @Shevchenk0_Mila: Твой сын/муж еще не ушел воевать на Украину? Он еще живой? Это временно! Путин позаботиться об этом! #RussianWarCrimes…","Gilsong18591562"
"positive","RT @MartenBjorkgren: More sun is needed in these dark times ☀️ #StopPutinNOW https://t.co/wetdaEjiQ4","Paola39026704"
"positive","@KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence,… https://t.co/GdknBLlAjx","HustleNlow"
"positive","RT @three_cube: Yesterday, The US and other nation's sanctioned MORE oligarchs and powerful people in Russia. Use your OSINT skills to find…","three_cube"
"negative","RT @ActionTime: #Putin's Days Dwindle as #RussianArmy Fails in #Ukraine.Declining #Russia is an Evil Empire of Lies #StopPutinNOW #PutinIsa…","ActionTime"
"negative","#Putin's Days Dwindle as #RussianArmy Fails in #Ukraine.Declining #Russia is an Evil Empire of Lies #StopPutinNOW… https://t.co/WeynXHJasN","ActionTime"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","DonnaLahser"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","gNqnW92R1GTRqOK"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","holyz"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","AlexMFornal"
"neutral","#IStandWithUkraine #StopPutin #StopPutinNow #UkraineUnderAttack #UkraineWar #StopRussia \n#Russian Liberation for yo… https://t.co/wkWLQpM3t2","SanjivMenezes"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","MaDederichs"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","KoneistusSalmi"
"neutral","#StopPutinNOW #PutinWarCrimes #StayWithUkraine #AfDVerbotSofort #LegaNordproibito\n#Comteproibito","MisterFunk3"
"neutral","#RussianWarCrimes #StopRussia #StopPutinNOW #StopWarInUkraine #PutinsWarCrimes https://t.co/zcLLh3B66u","Mah33912737"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","MargaretSGilman"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","MartinG8177"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","axh24732"
"neutral","RT @Shevchenk0_Mila: Твой сын/муж еще не ушел воевать на Украину? Он еще живой? Это временно! Путин позаботиться об этом! #RussianWarCrimes…","brunette__3113"
"neutral","Tätä ei saa ainakaan venyttää eikä prosessia hidastaa. \n\nEi yhtään. \n\nSe on nyt poliitikkojen harteilla. \nSiksi tei… https://t.co/5Aciz4glC7","imperikari"
"neutral","RT @uaworldit: A Barcellona.\n#StopPutinNOW https://t.co/QWJ0FGNvYn","megasabgio"
"negative","#NATO please get serious about this war.\n#natoinukrainenow \n#StopPutinNOW \n#путинубийца https://t.co/9UtIZ4b3Fa","JacekWork"
"neutral","RT @kuliscioff: Non c'è pace senza giustizia (semicit.)\n#PutinWarCriminal \n#StopPutinNOW","megasabgio"
"negative","You should turn your head down to the hand up inside you and see that look on your master Putins face, kid.\nHe is t… https://t.co/T6wOMynXgn","TAPSTRIMEDIA"
"neutral","#StopRussia \n#StopPutinNOW \n#NoFlyZoneOverUkraine \n#NoFlyZone https://t.co/AUFmZLrQFl","librevzl"
"neutral","#StopRussia #UkraineRussiaWar #StopRussianAgression #StopPutinNOW #StopWarInUkraine #PutinsWarCrimes… https://t.co/peWgZcvq8r","Mah33912737"
"neutral","RT @GranAnnika: @ZelenskyyUa #StopPutinNOW \n#SlavaUkraini https://t.co/AyWFhIZFUd","FC82545030"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","Habib45194976"
"positive","Particularly, today's explosions and mass shelling of innocent people.\nSource: Energoatom\n#StopPutinNOW","Krma4Karma"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","LolaSeven7"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","dafyddpentyn"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","Blaza47591018"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","Firebird063"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","sonic_pc"
"neutral","RT @ElamaniTh: BREAKING: ทหารรัสเซียสลายการชุมนุมประท้วงอย่างสันติของชาวยูเครนในเมือง #Energodar เมืองนี้ถูกทหารรัสเซียเข้ายึดครองแล้ว\n#ยูเ…","o_kmode"
"neutral","RT @Shevchenk0_Mila: Твой сын/муж еще не ушел воевать на Украину? Он еще живой? Это временно! Путин позаботиться об этом! #RussianWarCrimes…","abd683496"
"neutral","#StopRussia #StopPutinNOW #StopRussianAgression #StopWarInUkraine https://t.co/BozIOvJk6g","Mah33912737"
"neutral","RT @Shevchenk0_Mila: Твой сын/муж еще не ушел воевать на Украину? Он еще живой? Это временно! Путин позаботиться об этом! #RussianWarCrimes…","igor_pimen"
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","_Petit_Etre_"
"neutral","#StopRussia #StopPutinNOW #StopRussianAgression https://t.co/mri5WOEQny","Mah33912737"
"positive","RT @HustleNlow: @KyivIndependent \"Absolute power corrupts absolutely\" - Lord Acton.\n\nTwitter Army, Now is NOT the time for silence, Make ou…","HustleNlow"
