sentiment,text,user
"neutral","Michael Parenti. \"To Kill a Nation: The Attack on Yugoslavia\" (2000)\n\n#Politics #International #NATO #Kosovo #War… https://t.co/9xjbBIje1x","juristnaprovode"
"positive","RT @VanberghenEU: 100 days of war in #Ukraine and the question is how long will Ukraine and the whole world resist? Thinking long term... t…","VanberghenEU"
"neutral","RT @EU_today: Meet the crew of the Spanish submarine ESPS Mistral as they embark on a mission underwater. Allied submarines are key assets…","EU_today"
"neutral","RT @radio3mondo: Il podcast della rassegna stampa internazionale di @Radio3tweet con @CostanzaSpocci \n#Grano #AfricanUnion #Russia #Ucraina…","CostanzaSpocci"
"positive","RT @jensstoltenberg: Great to meet with Prime Minister @MarinSanna of our close partner #Finland in Washington. We discussed the need to ad…","jonathankrico"
"positive","The #NATO leader said that  the fighting could easily drag into an “unresolved conflict,” with neither side willing… https://t.co/GX44H1Z5tv","just_politics01"
"positive","RT @jensstoltenberg: Great to meet with Prime Minister @MarinSanna of our close partner #Finland in Washington. We discussed the need to ad…","RytkonenLassi"
"positive","RT @jensstoltenberg: Great to meet with Prime Minister @MarinSanna of our close partner #Finland in Washington. We discussed the need to ad…","MarjukkaKaminen"
"neutral","RT @Russophobiaa: Team NATO: \nIt’s a big club, \nand you ain’t in it.\n\n#NATO https://t.co/03LgOACXbq","Dave_Burns_"
"neutral","रूस अब नहीं रुकेगा..क्या यूक्रेन झुकेगा ?\n\n@anjali_speak | @viveksemiliye | @RAVIMISHRA_TV | @SVPSingh | @AshTheWiz… https://t.co/u6Vvk4KyMa","TV9Bharatvarsh"
"neutral","RT @VanessaBeeley: To all \"Slava Ukraini\" supporters, you are facilitating torture of Ukrainian people who have resisted fascism, you are e…","46Paul21"
"neutral","RT @slukhal: Vad är det för proxystyrkor Turkiet använder i Syrien egentligen?\n\nJo, krigare kopplade till al-Qaida och IS.\n\nSka Sverige ver…","EchNuong"
"negative","RT @hqmncne: A look back at the soldiers from the #Czech🇨🇿contingent of @eFPBGLatvia, deploying a pontoon bridge as part of the military ex…","Stevetown_"
"neutral","बाइडेन की सऊदी अरब और इजरायल की यात्रा टली\n\n@anjali_speak | @viveksemiliye | @RAVIMISHRA_TV | @SVPSingh |… https://t.co/sbWdgsic4R","TV9Bharatvarsh"
"neutral","#UkraineRussiaWar   #Ucraina\n\nScambi duri tra diplomazie russe e italiane mentre #DiMaio promette altri aiuti all'o… https://t.co/JQ65c8lwEi","rassegnally"
"negative","When Putin uses a long table for your visit just knw that you are not trusted. here he uses a coffee table and sits… https://t.co/7nkJIkOqip","GiftAkefe"
"neutral","समंदर में अपनी ताकत बढ़ाने में जुटा चीन\n\n@anjali_speak | @viveksemiliye | @RAVIMISHRA_TV | @SVPSingh | @AshTheWiz |… https://t.co/rOEdvRv2xc","TV9Bharatvarsh"
"neutral","RT @NATO_AIRCOM: The Commanders of the 🇫🇮 &amp; 🇸🇪 Air Forces, visited #NATO’s Air Command.\n\nThe Generals discussed Finland and Sweden's NATO a…","shakhtarska"
"neutral","#NATO-Generalsekretär und #Kriegstreiber Jens #Stoltenberg hat erklärt, die #Ukraine solle nicht davor zurückschrec… https://t.co/eJqH6YDi3w","Anchorm79197598"
"neutral","RT @CGMeifangZhang: #NATO is an imperial anachronism whose \"divide and rule\" methods pose life-threatening dangers to humankind.--chinadail…","HakanCavus75"
"neutral","RT @DrLuetke: Die #NATO is zu einer Verkaufsveranstaltung für US #Waffen geworden. Europäische Hersteller können einpacken, denn innerhalb…","MarinaMuench"
"neutral","Suomen lahja Erdoganille? #kurdi #Erdogan #nato \n\nKarkotetaanko Milan Jaff Suomesta? Näin päätökset tehdään https://t.co/4hbbn1UP6M","JuhaniMatila"
"positive","More #NATO weapons to #Ukraine will only prolong the #war #agony and causes\n\"severe collateral damage from the econ… https://t.co/kWJ3ndMRSS","felixabt"
"neutral","RT @VanessaBeeley: To all \"Slava Ukraini\" supporters, you are facilitating torture of Ukrainian people who have resisted fascism, you are e…","agTusT1945"
"neutral","RT @DrLuetke: Mit der russischen #Invasion auf die #Ukraine sind für die #NATO goldene Zeiten angebrochen.\n\nStatt seither \"hirntot\" (Macron…","MarinaMuench"
"neutral","RT @jensstoltenberg: Constructive phone call with President @RTErdogan. #Türkiye is a valued Ally &amp; we commend their efforts to broker a de…","veziroglu_ali"
"neutral","RT @mikepohjola: Suomettuminen on alkanut:\n\n\"Kokoomuksen puheenjohtaja, eduskunnan puolustusvaliokunnan puheenjohtaja Petteri Orpo olisi va…","markomarin83"
"neutral","RT @Kwizera06428241: Perché la Turchia, nano economico (1/3 del Pil italiano), è sempre più dominante nello scacchiere internazionale: da m…","Maryljacb"
"neutral","Separately, he recalled the position of #Turkey, which, despite its membership in #NATO, refused to impose anti… https://t.co/iosfPiyB05","gahamalian"
"neutral","A former peshmerga soldier fr Iran holds the balance of power in #Sweden's parliament. Her demands on the Swedish .… https://t.co/Glf4gykSQe","Humanekot"
"negative","RT @wallacemick: Let's not forget that #NATO + #EU Member States destroyed #Libya + tens of thousands of lives - An illegal war supported b…","Z06Ronald"
"negative","RT @wallacemick: Let's not forget that #NATO + #EU Member States destroyed #Libya + tens of thousands of lives - An illegal war supported b…","Aishalifett"
