sentiment,text,user
"neutral","RT @ndayihim1982: Vladimir Poutine,président de la fédération de Russie a une façon particulière de montrer à la face du monde qu'une visit…","Arakazadulaneb1"
"neutral","RT @ndayihim1982: Vladimir Poutine,président de la fédération de Russie a une façon particulière de montrer à la face du monde qu'une visit…","NdolimanaLonar7"
"neutral","Vladimir Poutine,président de la fédération de Russie a une façon particulière de montrer à la face du monde qu'une… https://t.co/Swih5U9jw2","ndayihim1982"
"neutral","RT @HitoshiMisaka2: Kishida may go to NATO summit | #NHK WORLD-JAPAN News\n#News #UkraineCrisis #Ukraine/#RussianWarCrimes #Russia #China #N…","HitoshiMisaka1"
"neutral","Kishida may go to NATO summit | #NHK WORLD-JAPAN News\n#News #UkraineCrisis #Ukraine/#RussianWarCrimes #Russia… https://t.co/eHGWumYnYx","HitoshiMisaka2"
"neutral","#odesa #ukrainecrisis \nhttps://t.co/2jgKheHuyp https://t.co/AY2nnSPzlN","bordode"
"neutral","In the suburbs of Severodonetsk in eastern Ukraine, two Reuters reporters were reportedly injured in a shooting whi… https://t.co/kDicqBcHyI","fns124"
"neutral","RT @RTNNewspaper: #Ukrainecrisis Spanish weapons sent to Ukraine ‘only enough for two hours of fighting’ https://t.co/DwsH4pSHkN","SolTimesNews"
"neutral","#Ukrainecrisis Spanish weapons sent to Ukraine ‘only enough for two hours of fighting’ https://t.co/DwsH4pSHkN","RTNNewspaper"
"neutral","RT @HitoshiMisaka2: Ukrainian evacuees treat host villagers in Japan to borscht | #NHK WORLD-JAPAN News\n#Topic #UkraineCrisis #RussianWarCr…","manchan_free"
"neutral","RT @MorganMu007: 据英国媒体当地时间6月2日消息，英国已承诺向乌克兰运送中程火箭系统。英国国防大臣华莱士说，英国将送出一批M270发射器，它们能够发射出近79千米的精确制导火箭。#UkraineCrisis https://t.co/D5Hse9dTuX","ElsaLau14"
"neutral","RT @mathrubhumieng: Biden: Ukraine settlement needed for peace https://t.co/nCMWvAeW7f #JoeBiden #America #RussiaVsUkraine #UkraineCrisis #…","mathrubhumi"
"neutral","Biden: Ukraine settlement needed for peace https://t.co/nCMWvAeW7f #JoeBiden #America #RussiaVsUkraine #UkraineCrisis #WorldNews","mathrubhumieng"
"neutral","RT @vifindia: #Vimarsh on #China Challenge in the Wake of the #UkraineCrisis by Amb @ashokkkantha Director @ics_delhi | Tuesday 21 June 202…","ics_delhi"
"positive","India should quickly adapt and learn from the gaps exposed in the Russian military during the #Ukrainecrisis. From… https://t.co/MV7ODWBaPT","orfonline"
"neutral","RT @RTNNewspaper: #Ukrainecrisis Chechen leader Kadyrov claims Russia will escalate its campaign in Ukraine https://t.co/af0fX94nUF","SolTimesNews"
"neutral","#Ukrainecrisis Chechen leader Kadyrov claims Russia will escalate its campaign in Ukraine https://t.co/af0fX94nUF","RTNNewspaper"
"positive","RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK 👉 https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #gr…","vicky_whedbee"
"positive","One Man’s Mayhem – General Putin (The Russian Invasion of Ukraine #91)\n#UkraineRussianWar #UkraineWillResist… https://t.co/7nArF5RqO1","cjachtung"
"positive","SOLEDAR, Ukraine — Ukraine marked 100 days since Russia’s invasion on Friday with fighting raging across the east o… https://t.co/PrZ4aglOPi","tribunephl"
